module,type,name,res_id,src,value,comments,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__active,Ativo,,,
partner_associated_type,model,"ir.model.fields,help",partner_associated_type.field_res_partner_associated_type__active,"Se desmarcado, este tipo ficará oculto da seleção.",,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__create_date,Created on,Criado em,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__create_uid,Created by,Criado por,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__description,Descrição,,,
partner_associated_type,model,"ir.model.fields,help",partner_associated_type.field_res_partner_associated_type__description,Uma breve descrição do tipo associado.,,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__display_name,Display Name,Nome,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__id,ID,,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__name,Nome,,,
partner_associated_type,model,"ir.model.fields,help",partner_associated_type.field_res_partner_associated_type__name,Nome do tipo de associado,,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__write_date,Last Updated on,Ãšltima atualizaÃ§Ã£o em,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_partner_associated_type__write_uid,Last Updated by,Ãšltima atualizaÃ§Ã£o por,,
partner_associated_type,model,"ir.model.fields,field_description",partner_associated_type.field_res_users__associated_type_id,Associated Type,Tipo de associado,,
partner_associated_type,model,"ir.model.fields,help",partner_associated_type.field_res_users__associated_type_id,Defines the type of association for this partner.,Define o tipo de associação para este parceiro.,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_ir_attachment__document_id,Documento de identificação,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_product_document__document_id,Documento de identificação,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner__document_id,Identification Document,Documento de identificação,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__attachment_ids,Attachments,Anexos,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__create_date,Created on,Criado em,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__create_uid,Created by,Criado por,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__display_name,Display Name,Nome de exibição,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__document_type_id,Tipo de documento,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__id,ID,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__name,Nome,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__partner_id,Contact,Contato,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__write_date,Last Updated on,Atualizado pela última vez em,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document__write_uid,Last Updated by,Atualizado pela última vez por,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document_type__create_date,Created on,Criado em,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document_type__create_uid,Created by,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document_type__description,Descrição,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document_type__display_name,Display Name,Nome de exibição,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document_type__id,ID,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document_type__name,Nome,,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document_type__write_date,Last Updated on,Atualizado pela última vez em,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_partner_document_type__write_uid,Last Updated by,Atualizado pela última vez por,,
partner_documents,model,"ir.model.fields,field_description",partner_documents.field_res_users__document_id,Identification Document,Documento de identificação,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_provider__code,Code,Código,,
payment_pagarme,model,"ir.model.fields,help",payment_pagarme.field_payment_provider__code,The technical code of this payment provider.,O código técnico deste provedor de pagamento.,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_provider__enable_installments,Enable Installments,Habilitar parcelamento,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_provider__freight_compensation_product,Freight Compensation Product,Produto de Compensação de Frete,,
payment_pagarme,model,"ir.model.fields,help",payment_pagarme.field_payment_provider__freight_compensation_product,the value of this product will be subtracted from the shipping cost for zero value purchases.,o valor deste produto será subtraído do custo de envio para compras de valor zero.,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_provider__max_installments,Max Installments,Máximo de parcelas,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_provider__min_amount_for_installment,Min Amount for Installment,Parcelar a partir de,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_provider__pagarme_public_key,Public Key,Chave Pública,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_provider__pagarme_secret_key,Secret Key,Chave Secreta,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_token__exp_month,Expiration Month,Mês de Validade,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_token__exp_year,Expiration Year,Ano de Validade,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_token__holder_document,Holder Document,CPF,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_token__holder_name,Holder Name,Nome do Titular,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_transaction__pagarme_installments_qty,Pagar.me Installments,Parcelamento Pagar.me,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_payment_transaction__pagarme_transaction_id,Pagar.me Transaction ID,ID de Transação Pagar.me,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_res_partner__pagarme_address_id,Address ID,ID de Endereço,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_res_partner__pagarme_customer_id,Customer ID,ID do Cliente,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_res_users__pagarme_address_id,Address ID,ID de Endereço,,
payment_pagarme,model,"ir.model.fields,field_description",payment_pagarme.field_res_users__pagarme_customer_id,Customer ID,ID do Cliente,,
res_partner_dependents,model,"ir.model.fields,field_description",res_partner_dependents.field_res_partner__dependent_ids,Dependents,Dependentes,,
res_partner_dependents,model,"ir.model.fields,field_description",res_partner_dependents.field_res_partner__is_dependent,Is Dependent,Ã‰ dependente,,
res_partner_dependents,model,"ir.model.fields,field_description",res_partner_dependents.field_res_partner__main_partner_cpf,Main Partner CPF,CPF do responsável,,
res_partner_dependents,model,"ir.model.fields,field_description",res_partner_dependents.field_res_partner__main_partner_id,Main Partner,Responsável,,
res_partner_dependents,model,"ir.model.fields,field_description",res_partner_dependents.field_res_users__dependent_ids,Dependents,Dependentes,,
res_partner_dependents,model,"ir.model.fields,field_description",res_partner_dependents.field_res_users__is_dependent,Is Dependent,Ã‰ dependente,,
res_partner_dependents,model,"ir.model.fields,field_description",res_partner_dependents.field_res_users__main_partner_cpf,Main Partner CPF,CPF do responsável,,
res_partner_dependents,model,"ir.model.fields,field_description",res_partner_dependents.field_res_users__main_partner_id,Main Partner,Responsável,,
res_partner_dependents_crm,model,"ir.model.fields,field_description",res_partner_dependents_crm.field_crm_lead__is_dependent,Is Dependent,É Dependente,,
res_partner_dependents_crm,model,"ir.model.fields,field_description",res_partner_dependents_crm.field_crm_lead__main_partner_cpf,Main Partner CPF,CPF do responsável,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_partner__birth_date,Date of Birth,Data de Nascimento,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_partner__family_members,Number of Family Members,Número de Membros da Família,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_partner__gender,Gender,Gênero,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_partner__income,Income Range,Faixa de Renda,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_partner__race,Race,Raça,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_users__birth_date,Date of Birth,Data de Nascimento,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_users__family_members,Number of Family Members,Número de Membros da Família,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_users__income,Income Range,Faixa de Renda,,
res_partner_fields,model,"ir.model.fields,field_description",res_partner_fields.field_res_users__race,Race,Raça,,
res_partner_patients,model,"ir.model.fields,field_description",res_partner_patients.field_res_partner__is_patient,Is Patient,É Paciente,,
res_partner_patients,model,"ir.model.fields,field_description",res_partner_patients.field_res_users__is_patient,Is Patient,É Paciente,,
res_partner_pets,model,"ir.model.fields,field_description",res_partner_pets.field_res_partner__is_pet,Is Pet,É PET,,
res_partner_pets,model,"ir.model.fields,field_description",res_partner_pets.field_res_users__is_pet,Is Pet,É Pet,,
socioeconomic_crm,model,"ir.model.fields,field_description",socioeconomic_crm.field_crm_lead__partner_birthdate,Date of Birth,Data de Nascimento,,
socioeconomic_crm,model,"ir.model.fields,field_description",socioeconomic_crm.field_crm_lead__partner_family_members,Number of Family Members,Número de Membros da Família,,
socioeconomic_crm,model,"ir.model.fields,field_description",socioeconomic_crm.field_crm_lead__partner_gender,Gender,Gênero,,
socioeconomic_crm,model,"ir.model.fields,field_description",socioeconomic_crm.field_crm_lead__partner_income,Income Range,Faixa de Renda,,
socioeconomic_crm,model,"ir.model.fields,field_description",socioeconomic_crm.field_crm_lead__partner_race,Race,Raça,,
socioeconomic_crm,model,"ir.model.fields,field_description",socioeconomic_crm.field_crm_lead__partner_socioeconomic_request_ids,Socioeconomic Requests,Solicitações Socioeconômicas,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_res_partner__is_underprivileged,Is underprivileged?,É hipossuficiente?,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_res_partner__socioeconomic_request_ids,Socioeconomic Requests,Requerimento Socioeconômico,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_res_users__is_underprivileged,Is underprivileged?,É hipossuficiente?,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_res_users__socioeconomic_request_ids,Socioeconomic Requests,Requerimento Socioeconômico,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__create_date,Created on,Criado em,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__create_uid,Created by,Criado por,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__display_name,Display Name,Nome de exibição,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__id,ID,,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_birth_date,Date of Birth,Data de nascimento,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_email,Email,,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_family_members,Number of Family Members,Número de membros da família,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_gender,Gender,Gênero,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_id,Requester,Solicitante,,
socioeconomic_request,model,"ir.model.fields,help",socioeconomic_request.field_socioeconomic_request__partner_id,The partner (user) who made this request.,O responsável (usuário) que fez essa solicitação,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_income,Income Range,Faixa de renda,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_name,Full Name,Nome Completo,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_phone,Phone,Telefone,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_race,Race,Raça,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__partner_vat,VAT,IVA,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__review_date,Review Date,Data de revisão,,
socioeconomic_request,model,"ir.model.fields,help",socioeconomic_request.field_socioeconomic_request__review_date,The date and time when the request was approved or rejected.,A data e hora em que a solicitação foi aprovada ou rejeitada.,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__reviewer,Reviewer,Responsável pela revisão,,
socioeconomic_request,model,"ir.model.fields,help",socioeconomic_request.field_socioeconomic_request__reviewer,The user who approved or rejected the request.,O usuário que aprovou ou rejeitou a solicitação.,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__state,Status,,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__write_date,Last Updated on,Atualizado pela última vez em,,
socioeconomic_request,model,"ir.model.fields,field_description",socioeconomic_request.field_socioeconomic_request__write_uid,Last Updated byAtualizado pela última vez por,,,
website_sale_permission,model,"ir.model.fields,field_description",website_sale_permission.field_res_config_settings__website_cant_buy_page,Page to redirect subscribers without permission to purchase,Página para redirecionar,,
website_sale_permission,model,"ir.model.fields,help",website_sale_permission.field_res_config_settings__website_cant_buy_page,URL to redirect subscribers without permission to purchase.,URL para redirecionar assinantes sem permissão para comprar.,,
website_sale_permission,model,"ir.model.fields,field_description",website_sale_permission.field_res_partner__can_buy,Can Buy,Pode Comprar,,
website_sale_permission,model,"ir.model.fields,field_description",website_sale_permission.field_res_users__can_buy,Can Buy,Pode Comprar,,
website_sale_restrict,model,"ir.model.fields,field_description",website_sale_restrict.field_res_config_settings__website_plans_page,Page with plans,Página com planos,,
website_sale_restrict,model,"ir.model.fields,help",website_sale_restrict.field_res_config_settings__website_plans_page,"Select the page where the plans will be displayed. If empty, the non-subscriber user will see the plans like a common product in the shop.","Selecione a página onde os planos serão exibidos. Se deixada vazia, o usuário não-assinante verá os planos como um produto comum na loja.",,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,Zip / Postal Code,CEP,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,Street number,Número,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,Neighborhood,Bairro,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,Street,Rua,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,"Apartment, suite, etc.",Complemento,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,City,Cidade,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,Country,Pais,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,"<option value="""">Country...</option>","<option value="""">País...</option>",,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,State / Province,Estado,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.address_template,"<option value="""">State / Province...</option>","<option value="""">Estado...</option>",,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.view_partner_address_form,Street,Rua,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.view_partner_address_form,Number,Número,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.view_partner_address_form,Neighborhood,Bairro,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.view_partner_address_form,Street2,Complemento,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.view_partner_address_form,City,Cidade,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.view_partner_address_form,State,Estado,,
address_from_zip,model_terms,"ir.ui.view,arch_db",address_from_zip.view_partner_address_form,Country,Pais,,
delivery_correios,model_terms,"ir.ui.view,arch_db",delivery_correios.res_config_settings_view_form_sale,Compute shipping costs and ship with Correios,Calcular custos de envio e enviar pelos Correios,,
delivery_correios,model_terms,"ir.ui.view,arch_db",delivery_correios.view_delivery_carrier_form_correios,Correios service,Serviço dos correios,,
delivery_correios,model_terms,"ir.ui.view,arch_db",delivery_correios.view_delivery_carrier_form_correios,Correios Configuration,Configuração dos Correios,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_council_form,e.g. Regional Council of Medicine,ex.: Conselho Regional de Medicina,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_council_form,e.g. CRM,ex.: CRM,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_council_form,Federal Council,Conselho Federal,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_council_form,Council State,Estado do Conselho,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_council_form,Specialities,Especialidades,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_council_form,Regional Councils,Conselhos Regionais,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_council_form,Regional Council,Conselho Regional,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_council_form,Council,Conselho,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Archived,Arquivado,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,e.g. Lumber Inc,ex.: Lumber Inc,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,e.g. Brandom Freeman,ex.: Brandom Freeman,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,"<b invisible=""not is_company"">Address</b>","<b invisible=""not is_company"">Endereço</b>",,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Number,Número,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Neighborhood,Bairro,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Street...,Rua...,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Street 2...,Rua 2...,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,City,Cidade,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,State,Estado,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Zip,CEP,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Country,País,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,e.g. BE0477472701,ex.: BE0477472701,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Identification Document,Documento de identificação,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Website,,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,e.g. https://www.odoo.com,ex.: https://www.odoo.com,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,e.g. Mister,ex.: Senhor,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,"e.g. ""B2B"", ""VIP"", ""Consulting"", ...","ex.: ""B2B"", ""VIP"", ""Consultoria"", ...",,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Associated Type,Tipo de associado,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Personal Information,Informações Pessoais,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Is a Linked Professional,Ã‰ um profissional vinculado,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Indicates whether the professional is linked.,Indica se o profissional é vinculado.,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Profession,Profissão,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Specialities,Especialidades,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Regional Council,Conselho Regional,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Council Registration,Registro no Conselho,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Professional Information,Informações Profissionais,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Internal notes...,Notas internas...,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Internal Notes,Notas Internas,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_form,Health Professional,Profissional de Saúde,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_list,Profession,Profissão,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_list,Regional Council,Conselho Regional,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_list,Specialities,Especialidades,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_health_professional_list,Health Professionals,Profissionais de Saúde,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Join as an APEPI associated healthcare professional,Seja um Profissional de Saúde Associado,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,"Exclusive for doctors, dentists and veterinarians.","Exclusivo para médicos, dentistas e veterinários interessados em ampliar seus conhecimentos e atuação na área de endocanabinologia.",,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Fill out the form and become part of the network of endocannabinology specialists.,"Preencha o formulário abaixo e junte-se à nossa rede de especialistas. Como profissional de saúde associado, você terá acesso a uma variedade de benefícios exclusivos, incluindo acesso a produtos à base de cannabis e recursos que irão impulsionar sua prática clínica na área de endocanabinologia.endocanabinologia.",,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Personal Information,Informações Pessoais,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Full Name,Nome completo,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Enter your full name,Insira seu nome completo,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Email,,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Enter your email,Insira seu email,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Phone,Telefone,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Enter your phone number,Insira seu número de telefone,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Professional Information,Informações Profissionais,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Profession,Profissão,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,"<option value="""">Select a profession</option>","<option value="""">Selecione uma profissão</option>",,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Specialities,Especialidades,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Regional Council,Conselho Regional,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,"<option value="""">Select a council</option>","<option value="""">Selecione um conselho</option>",,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Council Registration,Registro no Conselho,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Enter your council registration,Insira o seu registro no conselho,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Only numerical values are allowed,Somente valores numéricos são permitidos,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Upload the council ID document,Faça updload do documento de identificação do conselho,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,<strong>Document Already Uploaded:</strong>,<strong>Documento já enviado:</strong>,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,The following files are already uploaded for this document:,Os seguintes arquivos já foram enviados para este documento:,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Upload Files,Upload de arquivos,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,"<small class=""text-muted"">Upload identification documents for your registration.</small>","<small class=""text-muted"">Faça upload do seu documento de identificação </small>",,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_form,Register,,,
"                            <span id=""""spinner"""" class=""""spinner-border spinner-border-sm d-none ms-2""""/>""",Registrar,,,,,,
"                            <span id=""""spinner"""" class=""""spinner-border spinner-border-sm d-none ms-2""""/>""",,,,,,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_thanks,Thank You for Registering!,Obrigado por se registrar!,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_thanks,Your registration has been successfully submitted.,Seu registro foi enviado com sucesso.,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_thanks,Our team will review your submission and get back to you as soon as possible.,Nossa equipe analisará seu envio e entrará em contato o mais breve possível.,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_professional_registration_thanks,Return to Homepage,Página inicial,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_speciality_form,General surgery,Cirurgia Geral,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_speciality_form,Professionals,Profissionais,,
healthcare_management,model_terms,"ir.ui.view,arch_db",healthcare_management.hc_speciality_form,Speciality,Especialidade,,
healthcare_prescription,model_terms,"ir.ui.view,arch_db",healthcare_prescription.template_hc_prescription_form,Send Your Medical or Veterinary Prescription,Envie sua Receita Médica ou Veterinária,,
healthcare_prescription,model_terms,"ir.ui.view,arch_db",healthcare_prescription.template_hc_prescription_form,We need your prescription to continue your treatment. See the instructions for validating your prescription below.,Precisamos da sua receita para continuar seu tratamento. Consulte as instruções para validar sua receita abaixo.,,
healthcare_prescription,model_terms,"ir.ui.view,arch_db",healthcare_prescription.template_hc_prescription_form,Is it your own prescription?,Ã‰ sua prÃ³pria receita?,,
healthcare_prescription,model_terms,"ir.ui.view,arch_db",healthcare_prescription.template_hc_prescription_form,<strong>Is it for Pet?</strong>,<strong>Ã‰ para Pet?</strong>,,
healthcare_prescription,model_terms,"ir.ui.view,arch_db",healthcare_prescription.template_hc_prescription_form,Patient Name,Nome do Paciente,,
healthcare_prescription,model_terms,"ir.ui.view,arch_db",healthcare_prescription.template_hc_prescription_form,Full name,Nome completo,,
healthcare_prescription,model_terms,"ir.ui.view,arch_db",healthcare_prescription.template_hc_prescription_form,Date of Birth,Data de Nascimento,,
